transaction_id,claim_id,event_type,event_timestamp,handler_id,auto_or_manual,comment
Tad78b71581ce,C0000015,received,2024-08-15,H003,manual adjuster,
Td9fbc967e52e,C0000015,opened,2024-08-15,H003,manual adjuster,
T45ee18f365fb,C0000015,investigation,2024-08-30,H001,manual adjuster,
Tdedf86977c76,C0000015,approved,2024-08-31,AUTO,manual adjuster,
T0f4e0e761e6a,C0000015,closed,2024-09-08,AUTO,manual adjuster,
Tcdf9c5aa5686,C0000016,received,2022-02-16,H003,manual adjuster,
T8fd99addcfd2,C0000016,opened,2022-02-17,H001,manual adjuster,
T1f5989746820,C0000016,investigation,2022-02-25,H001,auto rule,
T308c87d1bd21,C0000016,approved,2022-03-05,H003,manual adjuster,
T99ed54a59718,C0000016,closed,2022-05-01,H002,manual adjuster,
T97dfee2aa769,C0000017,received,2023-07-17,H002,manual adjuster,
Td20365ddf73e,C0000017,opened,2023-07-18,AUTO,manual adjuster,
T47564bd6d901,C0000017,investigation,2023-07-26,H002,manual adjuster,
Te57d0c03e616,C0000017,approved,2023-08-04,AUTO,auto rule,
T398afba137e3,C0000017,closed,2023-09-04,AUTO,manual adjuster,
T847bde0d4bb5,C0000018,received,2017-06-17,H003,manual adjuster,
Ta056b5fbac4e,C0000018,opened,2017-06-20,AUTO,manual adjuster,
T40550f5dca69,C0000018,investigation,2017-06-29,AUTO,manual adjuster,
Ta28c923c0c5a,C0000018,approved,2017-07-08,H001,manual adjuster,
T4f1dfd71a11b,C0000018,closed,2017-08-18,AUTO,manual adjuster,
Tb6a357d2aa16,C0000019,received,2022-09-22,H001,manual adjuster,
Tf2c62512a057,C0000019,opened,2022-09-22,H003,manual adjuster,
Te758116ef34c,C0000019,investigation,2022-09-24,H002,manual adjuster,
T97cb8f293f09,C0000019,approved,2022-09-26,H002,auto rule,
Tf47a2fc32f51,C0000019,closed,2022-10-10,H001,auto rule,
T4464a55db007,C0000019,reopened,2022-10-30,H003,manual adjuster,
T768a35c69237,C0000020,received,2019-06-10,H001,manual adjuster,
Tb57ff599aefd,C0000020,opened,2019-06-14,H003,manual adjuster,
T36660e18df25,C0000020,investigation,2019-07-02,H003,auto rule,
T31ae080786ab,C0000020,approved,2019-07-05,H002,manual adjuster,
Tf25b9f6f2a5d,C0000020,closed,2019-08-18,AUTO,auto rule,
Tcf1a291212de,C0000020,reopened,2019-10-31,H001,auto rule,
T9159b857fc56,C0000021,received,2017-10-10,AUTO,auto rule,
Tf4256deec237,C0000021,opened,2017-10-10,AUTO,manual adjuster,
T3a7e7d8d464b,C0000021,investigation,2017-10-27,AUTO,auto rule,
T133107060cfb,C0000021,approved,2017-10-30,AUTO,auto rule,
Tabac35fb5429,C0000021,closed,2017-11-06,H003,manual adjuster,
T9c0003031221,C0000022,received,2017-04-27,H001,manual adjuster,
Td8615712bcc4,C0000022,opened,2017-04-30,H001,auto rule,
Ta6f63002a8f4,C0000022,investigation,2017-05-04,AUTO,manual adjuster,
T5ed4def83d89,C0000022,approved,2017-05-11,AUTO,manual adjuster,
Tff057869f524,C0000022,closed,2017-05-16,H001,auto rule,
T0bdf6d0be203,C0000022,reopened,2017-08-05,H001,manual adjuster,
T2ae4de37ea61,C0000023,received,2019-11-10,AUTO,manual adjuster,
Tf85de5174a44,C0000023,opened,2019-11-10,H002,manual adjuster,
T806fcd21fb3f,C0000023,investigation,2019-11-23,H002,manual adjuster,
Tb570e074ad74,C0000023,approved,2019-11-27,AUTO,manual adjuster,
Ta8d2e8f2c7c7,C0000023,closed,2019-12-07,H001,manual adjuster,
T32bb2df23fae,C0000023,reopened,2020-03-30,H003,auto rule,
T6410b6759d08,C0000024,received,2018-11-27,AUTO,manual adjuster,
T9ef11a264c42,C0000024,opened,2018-11-29,AUTO,manual adjuster,
T3b15f77e6d50,C0000024,investigation,2018-12-17,AUTO,manual adjuster,
T10c92c8db3f7,C0000024,approved,2018-12-21,H003,manual adjuster,
T765b2e6193c7,C0000024,closed,2019-02-10,H002,auto rule,
T297789517444,C0000025,received,2015-09-16,H001,manual adjuster,
Tb9b46ff62e2b,C0000025,opened,2015-09-20,AUTO,manual adjuster,
Tb27fa129d905,C0000025,investigation,2015-09-25,AUTO,manual adjuster,
Tb9d068c5dfe3,C0000025,approved,2015-09-30,H001,manual adjuster,
T02a881a0d39c,C0000025,closed,2015-11-25,H002,manual adjuster,
Tda6760c52a18,C0000026,received,2023-09-08,H001,auto rule,
T31808076df4f,C0000026,opened,2023-09-10,H001,manual adjuster,
Tfbc10b8dffb4,C0000026,investigation,2023-09-22,AUTO,manual adjuster,
T503933b2e414,C0000026,approved,2023-10-01,AUTO,manual adjuster,
Tfa9995bd6a3e,C0000026,closed,2023-10-24,H003,manual adjuster,
T12e0d1f71947,C0000027,received,2022-05-04,H001,auto rule,
Tad455e464612,C0000027,opened,2022-05-04,H003,manual adjuster,
Tdff4f77f7d80,C0000027,investigation,2022-05-20,H003,manual adjuster,
T165e63cbdd0e,C0000027,approved,2022-05-25,AUTO,manual adjuster,
Tbc8c96979afb,C0000027,closed,2022-06-20,H003,manual adjuster,
T0bc96f073ac5,C0000028,received,2018-01-26,H001,auto rule,
T0bd7b0806942,C0000028,opened,2018-01-27,AUTO,manual adjuster,
T880b435b3cda,C0000028,investigation,2018-01-29,H001,manual adjuster,
Td8d835220453,C0000028,approved,2018-01-31,H001,auto rule,
T4771d558d90a,C0000028,closed,2018-03-27,H001,manual adjuster,
Tb09c5f3c1351,C0000029,received,2021-07-29,H003,manual adjuster,
Ta288f26e39f9,C0000029,opened,2021-07-30,H001,auto rule,
Tf3bb8ff4faf6,C0000029,investigation,2021-08-02,H003,manual adjuster,
Te8fda91f55b4,C0000029,approved,2021-08-06,H001,auto rule,
Te74ce8f7e8a2,C0000029,closed,2021-09-20,H003,manual adjuster,
T9f23d0cbb877,C0000030,received,2019-02-09,H001,manual adjuster,
T6ff88e3c0e1a,C0000030,opened,2019-02-09,H003,manual adjuster,
T4a0f1c3b7a7e,C0000030,investigation,2019-02-21,H003,auto rule,
T15dbbd61a1a2,C0000030,approved,2019-02-25,H001,manual adjuster,
Tbf92dadfe18d,C0000030,closed,2019-04-12,H003,manual adjuster,
T98f600188d00,C0000031,received,2017-05-16,H003,manual adjuster,
T5a02a2906f0c,C0000031,opened,2017-05-20,H001,manual adjuster,
Td1a10bc509cb,C0000031,investigation,2017-06-08,H002,manual adjuster,
T0a3937f10040,C0000031,approved,2017-06-17,AUTO,manual adjuster,
Td1db54a3eb00,C0000031,closed,2017-08-03,H001,manual adjuster,
T9a0f6e318f66,C0000032,received,2023-05-09,H003,manual adjuster,
T6b1092f4aeab,C0000032,opened,2023-05-10,H003,manual adjuster,
T0848d6b26e0d,C0000032,investigation,2023-05-11,H002,manual adjuster,
Tb3cef8090ff5,C0000032,approved,2023-05-17,H003,manual adjuster,
T92b4cb89eaf2,C0000032,closed,2023-07-03,AUTO,manual adjuster,
T4405d58a4b7f,C0000033,received,2024-02-10,AUTO,auto rule,
T45f422b6002d,C0000033,opened,2024-02-10,H001,auto rule,
Tbd34b0b4b020,C0000033,investigation,2024-02-28,H003,manual adjuster,
T630403dd83a2,C0000033,approved,2024-03-05,AUTO,auto rule,
Tc91a3840a91b,C0000033,closed,2024-03-13,H001,manual adjuster,
T3f2f98949e1a,C0000033,reopened,2024-03-28,H002,manual adjuster,
T9ce7ae84f7ab,C0000034,received,2022-12-06,H002,manual adjuster,
T78947ca38f08,C0000034,opened,2022-12-10,H001,manual adjuster,
T26290d8717d7,C0000034,investigation,2022-12-13,H003,manual adjuster,
Ta38571ab4b9d,C0000034,approved,2022-12-21,AUTO,manual adjuster,
T4796b4b23392,C0000034,closed,2023-01-20,H003,manual adjuster,
T31db66ecc053,C0000035,received,2016-05-05,H002,manual adjuster,
T144775434a80,C0000035,opened,2016-05-09,H002,auto rule,
T7ad1d3665322,C0000035,investigation,2016-05-15,H001,auto rule,
T111819ec019f,C0000035,approved,2016-05-19,H002,manual adjuster,
T565ac041060a,C0000035,closed,2016-06-23,H002,manual adjuster,
Tcde46fc32580,C0000036,received,2016-11-08,H002,manual adjuster,
T76b5b3086e93,C0000036,opened,2016-11-08,H003,manual adjuster,
Tffae85e9e38a,C0000036,investigation,2016-11-12,AUTO,manual adjuster,
Tcf56e99632cc,C0000036,approved,2016-11-14,H001,manual adjuster,
T2e56d71af846,C0000036,closed,2016-11-27,H001,manual adjuster,
T460d3f188404,C0000037,received,2020-07-09,AUTO,auto rule,
Tf91fd3063b24,C0000037,opened,2020-07-11,H002,manual adjuster,
T5cd541b30187,C0000037,investigation,2020-07-17,H002,manual adjuster,
Tdfc4988d15d8,C0000037,approved,2020-07-20,AUTO,auto rule,
Tf161fbc358db,C0000037,closed,2020-08-07,H003,auto rule,
Teb581a2e1b37,C0000038,received,2023-01-13,H001,manual adjuster,
Tf37fe486a513,C0000038,opened,2023-01-16,H001,manual adjuster,
T426ca7a4003e,C0000038,investigation,2023-01-29,H002,manual adjuster,
T1aab4719a101,C0000038,approved,2023-02-05,H002,manual adjuster,
Tdfa1f28cf99f,C0000038,closed,2023-03-03,H003,manual adjuster,
Td54a71d9535d,C0000039,received,2023-05-13,H003,manual adjuster,
T7f570672b752,C0000039,opened,2023-05-14,H001,auto rule,
Tbaaaa7471da9,C0000039,investigation,2023-05-22,AUTO,manual adjuster,
Td7a6f91cecf2,C0000039,approved,2023-05-24,AUTO,manual adjuster,
T74cc88d15922,C0000039,closed,2023-07-13,H002,manual adjuster,
Tf0cf93d0514d,C0000040,received,2024-01-02,H002,auto rule,
T6b1d8c2a73e5,C0000040,opened,2024-01-03,H001,manual adjuster,
Tc9f880f3caac,C0000040,investigation,2024-01-07,AUTO,manual adjuster,
T4b907b902fc3,C0000040,approved,2024-01-11,H001,manual adjuster,
T474e2fcd84b6,C0000040,closed,2024-01-27,H002,manual adjuster,
Tb95822ba8418,C0000041,received,2020-10-17,H003,manual adjuster,
T7b8a4ac7f353,C0000041,opened,2020-10-20,H003,auto rule,
T7611490bbe35,C0000041,investigation,2020-11-01,AUTO,manual adjuster,
T69d81330f1d0,C0000041,approved,2020-11-07,H001,auto rule,
T039e0856b15a,C0000041,closed,2020-12-15,H002,manual adjuster,
Tb9725e8df3f8,C0000042,received,2020-06-27,H002,manual adjuster,
T6a804594998b,C0000042,opened,2020-06-27,AUTO,manual adjuster,
T8a7ab38fd7f8,C0000042,investigation,2020-07-16,H002,manual adjuster,
T4ccd821a1bfa,C0000042,approved,2020-07-20,H001,manual adjuster,
Tf526943543db,C0000042,closed,2020-08-21,H001,manual adjuster,
T2f96ecf79cef,C0000043,received,2016-10-04,H001,manual adjuster,
Tf2f26041cc35,C0000043,opened,2016-10-04,AUTO,manual adjuster,
T3356c2f57953,C0000043,investigation,2016-10-20,H001,auto rule,
Tfd039d9cc7a7,C0000043,approved,2016-10-25,H002,manual adjuster,
T6fbbba98a1c9,C0000043,closed,2016-12-20,AUTO,manual adjuster,
Tbc1443f84536,C0000044,received,2017-01-14,H002,manual adjuster,
T50b4f32663e0,C0000044,opened,2017-01-16,H003,manual adjuster,
Ta7bee5e46dd2,C0000044,investigation,2017-01-21,H003,auto rule,
Te333de07d7e6,C0000044,approved,2017-01-27,AUTO,auto rule,
Td6a9efcda260,C0000044,closed,2017-03-21,H001,manual adjuster,
T2e9831dee92a,C0000045,received,2019-08-14,H002,auto rule,
Tdc744135e959,C0000045,opened,2019-08-17,H001,manual adjuster,
Te50cd9f4d8d2,C0000045,investigation,2019-08-28,H001,manual adjuster,
Td3781a983ba2,C0000045,approved,2019-09-01,H002,manual adjuster,
Tfc6fb20780bd,C0000045,closed,2019-09-11,H001,auto rule,
T2929aa0061ae,C0000046,received,2022-05-22,H002,manual adjuster,
Tb5dd4dc9480d,C0000046,opened,2022-05-25,H003,auto rule,
Tb039d14fa4c4,C0000046,investigation,2022-06-07,H002,auto rule,
T7ffc4876c231,C0000046,approved,2022-06-09,H001,manual adjuster,
T1a13334fbe27,C0000046,closed,2022-07-26,H001,auto rule,
T8c19bcd7f458,C0000047,received,2023-06-03,H002,manual adjuster,
T23f7d6e0d959,C0000047,opened,2023-06-03,H003,manual adjuster,
T708e10114964,C0000047,investigation,2023-06-18,H002,manual adjuster,
Tb73b2d246ffb,C0000047,approved,2023-06-25,H003,manual adjuster,
T4990c97a4315,C0000047,closed,2023-07-05,H003,manual adjuster,
T8e539c71c51b,C0000048,received,2017-05-28,AUTO,manual adjuster,
Tfc129d4183e5,C0000048,opened,2017-06-01,H002,manual adjuster,
T82f3d13fb241,C0000048,investigation,2017-06-09,AUTO,manual adjuster,
Te83c5aaf4101,C0000048,approved,2017-06-12,H003,manual adjuster,
T64476b02bad9,C0000048,closed,2017-07-10,AUTO,manual adjuster,
Te269360a2497,C0000049,received,2019-04-03,H003,manual adjuster,
T8488d68cf771,C0000049,opened,2019-04-04,AUTO,manual adjuster,
Tf52aeba10e81,C0000049,investigation,2019-04-15,AUTO,manual adjuster,
T4aac3f1a5b2d,C0000049,approved,2019-04-24,H001,manual adjuster,
T4abc8ea40781,C0000049,closed,2019-05-10,H001,manual adjuster,
Tbb3401ab6d43,C0000050,received,2019-10-09,H002,manual adjuster,
Tbce0a38a0f36,C0000050,opened,2019-10-11,H003,manual adjuster,
T395cdc27c2e8,C0000050,investigation,2019-10-13,H002,auto rule,
T3ac08adc0561,C0000050,approved,2019-10-14,H001,auto rule,
T597376f099e9,C0000050,closed,2019-11-25,H003,manual adjuster,
Te486ce0ffd29,C0000051,received,2017-02-23,H001,manual adjuster,
T026d85c3bd7c,C0000051,opened,2017-02-25,AUTO,manual adjuster,
T89ca44e119a9,C0000051,investigation,2017-03-13,AUTO,manual adjuster,
T5671d76a4b64,C0000051,approved,2017-03-16,H001,manual adjuster,
T94dc7b5bbb0b,C0000051,closed,2017-05-09,H001,manual adjuster,
Tf7d1048cd1ce,C0000052,received,2020-08-07,AUTO,manual adjuster,
Ta3571b02748f,C0000052,opened,2020-08-08,AUTO,manual adjuster,
Tac3da08409f6,C0000052,investigation,2020-08-26,H002,manual adjuster,
Tee594cf41fbb,C0000052,approved,2020-08-29,H002,auto rule,
T79aff387c615,C0000052,closed,2020-09-25,H003,manual adjuster,
Tc6318adfe32c,C0000053,received,2016-05-25,H003,manual adjuster,
T63b075c23465,C0000053,opened,2016-05-29,AUTO,auto rule,
T6e139a5bb049,C0000053,investigation,2016-06-10,H002,manual adjuster,
Teaadbfcfe8b8,C0000053,approved,2016-06-12,H002,auto rule,
Td2bd2f363ab6,C0000053,closed,2016-07-06,H002,manual adjuster,
Tb9a948ad1fb4,C0000054,received,2016-09-21,H001,manual adjuster,
T511c221ee0f7,C0000054,opened,2016-09-25,H002,manual adjuster,
Tc5b27c9647ba,C0000054,investigation,2016-09-28,H001,manual adjuster,
T38432e2bdad9,C0000054,approved,2016-10-04,AUTO,manual adjuster,
Tdd522b9b7466,C0000054,closed,2016-11-05,H002,auto rule,
Tcdbd0638266a,C0000055,received,2018-09-22,AUTO,manual adjuster,
T59b25695bf3c,C0000055,opened,2018-09-22,H001,manual adjuster,
Ta325fa2bb223,C0000055,investigation,2018-09-28,H003,auto rule,
T912d557ae2a7,C0000055,approved,2018-10-03,H001,auto rule,
Te20487a0b3c5,C0000055,closed,2018-10-22,H003,auto rule,
T52ab26289681,C0000056,received,2019-11-26,H001,manual adjuster,
T875149006715,C0000056,opened,2019-11-29,H002,auto rule,
T3821dfed7e73,C0000056,investigation,2019-12-04,H001,manual adjuster,
T58a1cd5f57f5,C0000056,approved,2019-12-12,H002,manual adjuster,
Tcafd82403370,C0000056,closed,2019-12-27,AUTO,manual adjuster,
T8679f419b93a,C0000057,received,2018-10-14,AUTO,manual adjuster,
T1acc03031837,C0000057,opened,2018-10-18,H002,manual adjuster,
Tdff83a815832,C0000057,investigation,2018-10-27,H002,auto rule,
T712558f536b4,C0000057,approved,2018-10-29,H001,manual adjuster,
Tb108a1afc07f,C0000057,closed,2018-11-28,H002,manual adjuster,
T0766d1b23946,C0000058,received,2019-06-11,H003,manual adjuster,
T64610c07789e,C0000058,opened,2019-06-11,H003,manual adjuster,
T550dbdfd334f,C0000058,investigation,2019-06-12,H001,manual adjuster,
Tb85fc08074d3,C0000058,approved,2019-06-20,H002,auto rule,
Tb9a955fc98ea,C0000058,closed,2019-06-27,H002,auto rule,
Td09b9d9268c0,C0000059,received,2017-06-10,H002,manual adjuster,
T742a8d805b5b,C0000059,opened,2017-06-12,AUTO,auto rule,
T4a2cc5264afa,C0000059,investigation,2017-06-20,AUTO,manual adjuster,
T4b6d3fb1f244,C0000059,approved,2017-06-24,AUTO,manual adjuster,
T252fefac16ed,C0000059,closed,2017-08-03,AUTO,manual adjuster,
T0fa7e4bfa4a6,C0000060,received,2017-10-26,AUTO,auto rule,
T0b3cd9db0c26,C0000060,opened,2017-10-27,H002,auto rule,
T8da90864b929,C0000060,investigation,2017-11-12,H003,manual adjuster,
T0d494320ce04,C0000060,approved,2017-11-20,AUTO,auto rule,
T499ba140848a,C0000060,closed,2017-12-12,H003,auto rule,
T0bdd20542402,C0000061,received,2019-08-23,H002,manual adjuster,
Tcba34801cdf4,C0000061,opened,2019-08-26,H001,auto rule,
T30f055952b24,C0000061,investigation,2019-08-27,H001,auto rule,
T6165bb04a5e0,C0000061,approved,2019-09-02,H002,manual adjuster,
T73bbbbc21169,C0000061,closed,2019-09-17,H003,manual adjuster,
Tbea6021f5f5e,C0000062,received,2018-02-25,H001,auto rule,
T24cc82257907,C0000062,opened,2018-02-26,AUTO,auto rule,
T2555d573cc1e,C0000062,investigation,2018-02-28,H003,manual adjuster,
Tebde4e605774,C0000062,approved,2018-03-02,H001,manual adjuster,
T13c498cb9011,C0000062,closed,2018-03-25,H002,manual adjuster,
T983d4818cda5,C0000063,received,2021-08-05,H001,manual adjuster,
T3bddd6eba20c,C0000063,opened,2021-08-09,H003,manual adjuster,
T15c7b216cae1,C0000063,investigation,2021-08-22,H001,manual adjuster,
T0267078b2eee,C0000063,approved,2021-08-24,H002,manual adjuster,
T68ea16a77c3f,C0000063,closed,2021-09-01,AUTO,manual adjuster,
T3f5fd8324d3f,C0000064,received,2016-06-13,H002,auto rule,
T4144113c7e8f,C0000064,opened,2016-06-15,AUTO,manual adjuster,
T873f30f3b7a3,C0000064,investigation,2016-06-22,H003,auto rule,
Te1882dee5165,C0000064,approved,2016-06-27,H002,auto rule,
T840bc2bf9e3f,C0000064,closed,2016-08-01,H002,auto rule,
T5f4b1e67ae80,C0000065,received,2016-12-14,H002,auto rule,
T76668b522117,C0000065,opened,2016-12-15,H002,manual adjuster,
Tad43719ffdf8,C0000065,investigation,2016-12-20,H002,auto rule,
T299c39073301,C0000065,approved,2016-12-28,AUTO,auto rule,
T5e1f5952963b,C0000065,closed,2017-02-08,AUTO,manual adjuster,
T901e11e3fc64,C0000066,received,2022-05-08,H001,manual adjuster,
T33ec8822ccad,C0000066,opened,2022-05-12,H002,auto rule,
T4fa4b2044270,C0000066,investigation,2022-05-23,H001,auto rule,
T5a06f9bddce2,C0000066,approved,2022-05-26,H003,manual adjuster,
T37cdd01b4a01,C0000066,closed,2022-06-25,H003,manual adjuster,
T9c8271d54c74,C0000067,received,2022-12-08,H002,auto rule,
T371c40168edf,C0000067,opened,2022-12-10,AUTO,manual adjuster,
T4c71d7ba7ed2,C0000067,investigation,2022-12-24,H003,auto rule,
Tf203c505158b,C0000067,approved,2022-12-29,H001,manual adjuster,
Te2f52b7273c7,C0000067,closed,2023-01-03,AUTO,auto rule,
Tb87e57ec2d22,C0000068,received,2022-02-15,H002,manual adjuster,
Td575f60ef7c3,C0000068,opened,2022-02-15,H003,manual adjuster,
Tca9d86886144,C0000068,investigation,2022-02-23,AUTO,auto rule,
Td5fc01c07f6f,C0000068,approved,2022-02-24,H001,manual adjuster,
T22f4cc257ac6,C0000068,closed,2022-03-01,H001,auto rule,
T825193e4d58e,C0000069,received,2020-03-07,H002,auto rule,
T86641a0c9e71,C0000069,opened,2020-03-07,H003,auto rule,
Td1d79fc48092,C0000069,investigation,2020-03-14,H003,manual adjuster,
T97d97db53d87,C0000069,approved,2020-03-19,H003,manual adjuster,
T1a72346477fa,C0000069,closed,2020-04-11,H001,auto rule,
Tb1d7cfaafc34,C0000070,received,2022-12-17,H001,manual adjuster,
Taf3d6f47a388,C0000070,opened,2022-12-17,H001,auto rule,
Ta4d0c8254350,C0000070,investigation,2022-12-31,AUTO,manual adjuster,
T92ddd1cbdebd,C0000070,approved,2023-01-02,H001,manual adjuster,
T15b5459b0766,C0000070,closed,2023-01-10,AUTO,manual adjuster,
T135ae500b15f,C0000071,received,2020-02-20,H001,manual adjuster,
T3062acdfd4f9,C0000071,opened,2020-02-23,AUTO,manual adjuster,
T7cf470563b31,C0000071,investigation,2020-02-26,AUTO,manual adjuster,
Tfafea9ee3e71,C0000071,approved,2020-03-02,AUTO,manual adjuster,
T2e591e89847b,C0000071,closed,2020-03-24,H003,manual adjuster,
T6c71558ebcf8,C0000072,received,2021-09-18,H001,auto rule,
Tc7684c08419b,C0000072,opened,2021-09-21,H003,manual adjuster,
T4bd8079e3d59,C0000072,investigation,2021-10-06,H001,auto rule,
T036687ca66d8,C0000072,approved,2021-10-15,H003,manual adjuster,
Tdf730b31330e,C0000072,closed,2021-12-07,AUTO,manual adjuster,
Tfe6d2870bd12,C0000073,received,2022-03-25,H002,manual adjuster,
Tc2594c25137e,C0000073,opened,2022-03-29,AUTO,manual adjuster,
Te9ca72ecb916,C0000073,investigation,2022-04-10,H001,manual adjuster,
T3e0c636860e8,C0000073,approved,2022-04-11,H001,manual adjuster,
T836355a94d8d,C0000073,closed,2022-04-28,H001,manual adjuster,
T4b2673c52a05,C0000074,received,2023-12-18,H003,auto rule,
T6cf3f6f802b0,C0000074,opened,2023-12-22,H001,manual adjuster,
T6708ba0aa003,C0000074,investigation,2024-01-04,H001,manual adjuster,
Te8c78d5bc77b,C0000074,approved,2024-01-12,H001,manual adjuster,
Tb46fea921867,C0000074,closed,2024-03-10,H002,manual adjuster,
T5037dab2e542,C0000075,received,2020-11-17,AUTO,manual adjuster,
T8aefbc507b6e,C0000075,opened,2020-11-19,H003,auto rule,
T00f20599d8ed,C0000075,investigation,2020-11-25,H003,manual adjuster,
Td7a5ecdecaaf,C0000075,approved,2020-12-04,H003,manual adjuster,
Tbba3d340535a,C0000075,closed,2020-12-26,AUTO,auto rule,
Tf602a48943d2,C0000076,received,2024-07-17,H001,manual adjuster,
